Report Date,CODE,CUTS,FOB PRICE,CHANGE,%CARCASS,LBS
10/17/2012,232E,FLANK UNTRIMMED **,50.9594,0.4118,3.3894,2.5082
10/17/2012,233A,"LEG, TROTTER OFF",334.1585,0.9237,31.8825,23.5931
10/16/2012,,FORESADDLE,,,,
10/16/2012,204,"RACK, 8-RIB MEDIUM",543.8357,-9.8627,10.7748,7.9734
10/16/2012,209,BREAST **,99.5991,-0.2539,8.8517,6.5503
10/16/2012,207,"SHOULDERS, SQ-CUT",244.3904,2.3294,23.5325,17.4141
10/16/2012,210,FORESHANK,397.3921,0.2560,3.8206,2.8272
10/16/2012,,NECK **,95.0023,0.0171,2.2233,1.6452
10/16/2012,,HINDSADDLE,,,,
10/16/2012,232,"LOINS, TRIMMED 4X4",521.5757,1.4730,10.9715,8.1189
10/16/2012,232E,FLANK UNTRIMMED **,50.5476,-2.2562,3.3894,2.5082
10/16/2012,233A,"LEG, TROTTER OFF",333.2348,-0.6406,31.8825,23.5931
10/15/2012,,FORESADDLE,,,,
10/15/2012,204,"RACK, 8-RIB MEDIUM",553.6984,-7.5829,10.7748,7.9734
10/15/2012,209,BREAST **,99.8530,-8.7811,8.8517,6.5503
10/15/2012,207,"SHOULDERS, SQ-CUT",242.0610,1.1924,23.5325,17.4141
10/15/2012,210,FORESHANK,397.1361,-3.0364,3.8206,2.8272
10/15/2012,,NECK **,94.9852,0.0100,2.2233,1.6452
10/15/2012,,HINDSADDLE,,,,
10/15/2012,232,"LOINS, TRIMMED 4X4",520.1027,2.5132,10.9715,8.1189
10/15/2012,232E,FLANK UNTRIMMED **,52.8038,-3.8256,3.3894,2.5082
10/15/2012,233A,"LEG, TROTTER OFF",333.8754,-0.7074,31.8825,23.5931
10/11/2012,,FORESADDLE,,,,
10/11/2012,204,"RACK, 8-RIB MEDIUM",570.2093,4.2407,10.7748,7.9734
10/11/2012,209,BREAST **,103.9871,0.0615,8.8517,6.5503
10/11/2012,207,"SHOULDERS, SQ-CUT",235.5287,-3.8117,23.5325,17.4141
10/11/2012,210,FORESHANK,416.0087,4.2324,3.8206,2.8272
10/11/2012,,NECK **,93.9529,-18.2020,2.2233,1.6452
10/11/2012,,HINDSADDLE,,,,
10/11/2012,232,"LOINS, TRIMMED 4X4",523.1688,-3.2034,10.9715,8.1189
10/11/2012,232E,FLANK UNTRIMMED **,59.0408,0.5355,3.3894,2.5082
10/11/2012,233A,"LEG, TROTTER OFF",336.4127,-1.7315,31.8825,23.5931
10/10/2012,,FORESADDLE,,,,
10/10/2012,204,"RACK, 8-RIB MEDIUM",565.9686,-6.3972,10.7748,7.9734
10/10/2012,209,BREAST **,103.9256,-2.0543,8.8517,6.5503
10/10/2012,207,"SHOULDERS, SQ-CUT",239.3404,3.3120,23.5325,17.4141
10/10/2012,210,FORESHANK,411.7763,-2.9597,3.8206,2.8272
10/10/2012,,NECK **,112.1549,0.5995,2.2233,1.6452
10/10/2012,,HINDSADDLE,,,,
10/10/2012,232,"LOINS, TRIMMED 4X4",526.3722,-1.1915,10.9715,8.1189
10/10/2012,232E,FLANK UNTRIMMED **,58.5053,-2.1556,3.3894,2.5082
10/10/2012,233A,"LEG, TROTTER OFF",338.1442,0.3671,31.8825,23.5931
10/09/2012,,FORESADDLE,,,,
10/09/2012,204,"RACK, 8-RIB MEDIUM",572.3658,10.6170,10.7748,7.9734
10/09/2012,209,BREAST **,105.9799,-0.5923,8.8517,6.5503
10/09/2012,207,"SHOULDERS, SQ-CUT",236.0284,-3.2724,23.5325,17.4141
10/09/2012,210,FORESHANK,414.7360,-3.3181,3.8206,2.8272
10/09/2012,,NECK **,111.5554,-2.9087,2.2233,1.6452
10/09/2012,,HINDSADDLE,,,,
10/09/2012,232,"LOINS, TRIMMED 4X4",527.5637,0.7842,10.9715,8.1189
10/09/2012,232E,FLANK UNTRIMMED **,60.6609,-2.2809,3.3894,2.5082
10/09/2012,233A,"LEG, TROTTER OFF",337.7771,1.2930,31.8825,23.5931
10/08/2012,,FORESADDLE,,,,
10/08/2012,204,"RACK, 8-RIB MEDIUM",561.7488,-7.8136,10.7748,7.9734
10/08/2012,209,BREAST **,106.5722,12.7235,8.8517,6.5503
10/08/2012,207,"SHOULDERS, SQ-CUT",239.3008,-5.1499,23.5325,17.4141
10/08/2012,210,FORESHANK,418.0541,-2.3030,3.8206,2.8272
10/08/2012,,NECK **,114.4641,-30.8725,2.2233,1.6452
10/08/2012,,HINDSADDLE,,,,
10/08/2012,232,"LOINS, TRIMMED 4X4",526.7795,0.3972,10.9715,8.1189
10/08/2012,232E,FLANK UNTRIMMED **,62.9418,-4.4908,3.3894,2.5082
10/08/2012,233A,"LEG, TROTTER OFF",336.4841,3.9896,31.8825,23.5931
10/05/2012,,FORESADDLE,,,,
10/05/2012,204,"RACK, 8-RIB MEDIUM",569.5624,3.4356,10.7748,7.9734
10/05/2012,209,BREAST **,93.8487,-0.9090,8.8517,6.5503
10/05/2012,207,"SHOULDERS, SQ-CUT",244.4507,5.6580,23.5325,17.4141
10/05/2012,210,FORESHANK,420.3571,-4.9221,3.8206,2.8272
10/05/2012,,NECK **,145.3366,-5.0765,2.2233,1.6452
10/05/2012,,HINDSADDLE,,,,
10/05/2012,232,"LOINS, TRIMMED 4X4",526.3823,1.2181,10.9715,8.1189
10/05/2012,232E,FLANK UNTRIMMED **,67.4326,14.5271,3.3894,2.5082
10/05/2012,233A,"LEG, TROTTER OFF",332.4945,-1.8066,31.8825,23.5931
10/04/2012,,FORESADDLE,,,,
10/04/2012,204,"RACK, 8-RIB MEDIUM",566.1268,-11.2333,10.7748,7.9734
10/04/2012,209,BREAST **,94.7577,2.0595,8.8517,6.5503
10/04/2012,207,"SHOULDERS, SQ-CUT",238.7927,-6.6004,23.5325,17.4141
10/04/2012,210,FORESHANK,425.2792,5.2571,3.8206,2.8272
10/04/2012,,NECK **,150.4131,1.4758,2.2233,1.6452
10/04/2012,,HINDSADDLE,,,,
10/04/2012,232,"LOINS, TRIMMED 4X4",525.1642,-7.1155,10.9715,8.1189
10/04/2012,232E,FLANK UNTRIMMED **,52.9055,-1.7587,3.3894,2.5082
10/04/2012,233A,"LEG, TROTTER OFF",334.3011,1.1858,31.8825,23.5931
10/03/2012,,FORESADDLE,,,,
10/03/2012,204,"RACK, 8-RIB MEDIUM",577.3601,5.2206,10.7748,8.0811
10/03/2012,209,BREAST **,92.6982,2.0128,8.8517,6.6388
10/03/2012,207,"SHOULDERS, SQ-CUT",245.3931,1.0497,23.5325,17.6494
10/03/2012,210,FORESHANK,420.0221,0.7311,3.8206,2.8655
10/03/2012,,NECK **,148.9373,27.6047,2.2233,1.6675
10/03/2012,,HINDSADDLE,,,,
10/03/2012,232,"LOINS, TRIMMED 4X4",532.2797,5.8991,10.9715,8.2286
10/03/2012,232E,FLANK UNTRIMMED **,54.6642,3.2924,3.3894,2.5421
10/03/2012,233A,"LEG, TROTTER OFF",333.1153,1.8329,31.8825,23.9119
10/02/2012,,FORESADDLE,,,,
10/02/2012,204,"RACK, 8-RIB MEDIUM",572.1395,9.7336,10.7748,8.0811
10/02/2012,209,BREAST **,90.6854,1.0020,8.8517,6.6388
10/02/2012,207,"SHOULDERS, SQ-CUT",244.3434,-3.9089,23.5325,17.6494
10/02/2012,210,FORESHANK,419.2910,-0.6638,3.8206,2.8655
10/02/2012,,NECK **,121.3326,1.2360,2.2233,1.6675
10/02/2012,,HINDSADDLE,,,,
10/02/2012,232,"LOINS, TRIMMED 4X4",526.3806,-9.8822,10.9715,8.2286
10/02/2012,232E,FLANK UNTRIMMED **,51.3718,0.9911,3.3894,2.5421
10/02/2012,233A,"LEG, TROTTER OFF",331.2824,-3.6100,31.8825,23.9119
10/01/2012,,FORESADDLE,,,,
10/01/2012,204,"RACK, 8-RIB MEDIUM",562.4059,12.4781,10.7748,8.0811
10/01/2012,209,BREAST **,89.6834,-16.8002,8.8517,6.6388
10/01/2012,207,"SHOULDERS, SQ-CUT",248.2523,4.0871,23.5325,17.6494
10/01/2012,210,FORESHANK,419.9548,4.1923,3.8206,2.8655
10/01/2012,,NECK **,120.0966,8.9769,2.2233,1.6675
10/01/2012,,HINDSADDLE,,,,
10/01/2012,232,"LOINS, TRIMMED 4X4",536.2628,-0.7960,10.9715,8.2286
10/01/2012,232E,FLANK UNTRIMMED **,50.3807,0.0586,3.3894,2.5421
10/01/2012,233A,"LEG, TROTTER OFF",334.8924,2.3311,31.8825,23.9119
09/28/2012,,FORESADDLE,,,,
09/28/2012,204,"RACK, 8-RIB MEDIUM",549.9278,6.2688,10.7748,8.0811
09/28/2012,209,BREAST **,106.4836,0.7984,8.8517,6.6388
09/28/2012,207,"SHOULDERS, SQ-CUT",244.1652,3.7685,23.5325,17.6494
09/28/2012,210,FORESHANK,415.7625,3.7428,3.8206,2.8655
09/28/2012,,NECK **,111.1197,3.3215,2.2233,1.6675
09/28/2012,,HINDSADDLE,,,,
09/28/2012,232,"LOINS, TRIMMED 4X4",537.0588,-3.8393,10.9715,8.2286
09/28/2012,232E,FLANK UNTRIMMED **,50.3221,-4.2947,3.3894,2.5421
09/28/2012,233A,"LEG, TROTTER OFF",332.5613,-3.1291,31.8825,23.9119
09/27/2012,,FORESADDLE,,,,
09/27/2012,204,"RACK, 8-RIB MEDIUM",543.6590,-0.5850,10.7748,8.0811
09/27/2012,209,BREAST **,105.6852,1.6753,8.8517,6.6388
09/27/2012,207,"SHOULDERS, SQ-CUT",240.3967,-3.7536,23.5325,17.6494
09/27/2012,210,FORESHANK,412.0197,-0.6145,3.8206,2.8655
09/27/2012,,NECK **,107.7982,-11.2222,2.2233,1.6675
09/27/2012,,HINDSADDLE,,,,
09/27/2012,232,"LOINS, TRIMMED 4X4",540.8981,8.8757,10.9715,8.2286
09/27/2012,232E,FLANK UNTRIMMED **,54.6168,3.0367,3.3894,2.5421
09/27/2012,233A,"LEG, TROTTER OFF",335.6904,6.5451,31.8825,23.9119
09/26/2012,,FORESADDLE,,,,
09/26/2012,204,"RACK, 8-RIB MEDIUM",544.2440,-7.2405,10.7748,8.1888
09/26/2012,209,BREAST **,104.0099,-3.7192,8.8517,6.7273
09/26/2012,207,"SHOULDERS, SQ-CUT",244.1503,1.4983,23.5325,17.8847
09/26/2012,210,FORESHANK,412.6342,-3.1474,3.8206,2.9037
09/26/2012,,NECK **,119.0204,-28.6365,2.2233,1.6897
09/26/2012,,HINDSADDLE,,,,
09/26/2012,232,"LOINS, TRIMMED 4X4",532.0224,-9.6555,10.9715,8.3383
09/26/2012,232E,FLANK UNTRIMMED **,51.5801,-9.6085,3.3894,2.5759
09/26/2012,233A,"LEG, TROTTER OFF",329.1453,-8.6595,31.8825,24.2307
09/25/2012,,FORESADDLE,,,,
09/25/2012,204,"RACK, 8-RIB MEDIUM",551.4845,-9.7513,10.7748,8.1888
09/25/2012,209,BREAST **,107.7291,-4.8388,8.8517,6.7273
09/25/2012,207,"SHOULDERS, SQ-CUT",242.6520,-1.7499,23.5325,17.8847
09/25/2012,210,FORESHANK,415.7816,-0.2329,3.8206,2.9037
09/25/2012,,NECK **,147.6569,0.9977,2.2233,1.6897
09/25/2012,,HINDSADDLE,,,,
09/25/2012,232,"LOINS, TRIMMED 4X4",541.6779,6.0953,10.9715,8.3383
09/25/2012,232E,FLANK UNTRIMMED **,61.1886,-2.9475,3.3894,2.5759
09/25/2012,233A,"LEG, TROTTER OFF",337.8048,0.5855,31.8825,24.2307
09/24/2012,,FORESADDLE,,,,
09/24/2012,204,"RACK, 8-RIB MEDIUM",561.2358,3.4052,10.7748,8.1888
09/24/2012,209,BREAST **,112.5679,8.4781,8.8517,6.7273
09/24/2012,207,"SHOULDERS, SQ-CUT",244.4019,-1.1322,23.5325,17.8847
09/24/2012,210,FORESHANK,416.0145,4.2881,3.8206,2.9037
09/24/2012,,NECK **,146.6592,45.6497,2.2233,1.6897
09/24/2012,,HINDSADDLE,,,,
09/24/2012,232,"LOINS, TRIMMED 4X4",535.5826,-2.8761,10.9715,8.3383
09/24/2012,232E,FLANK UNTRIMMED **,64.1361,6.4410,3.3894,2.5759
09/24/2012,233A,"LEG, TROTTER OFF",337.2193,4.0395,31.8825,24.2307
09/21/2012,,FORESADDLE,,,,
09/21/2012,204,"RACK, 8-RIB MEDIUM",557.8306,-13.1703,10.7748,8.1888
09/21/2012,209,BREAST **,104.0898,-0.7540,8.8517,6.7273
09/21/2012,207,"SHOULDERS, SQ-CUT",245.5341,2.8492,23.5325,17.8847
09/21/2012,210,FORESHANK,411.7264,19.4427,3.8206,2.9037
09/21/2012,,NECK **,101.0095,-5.7041,2.2233,1.6897
09/21/2012,,HINDSADDLE,,,,
09/21/2012,232,"LOINS, TRIMMED 4X4",538.4587,1.5713,10.9715,8.3383
09/21/2012,232E,FLANK UNTRIMMED **,57.6951,2.8084,3.3894,2.5759
09/21/2012,233A,"LEG, TROTTER OFF",333.1798,-2.7172,31.8825,24.2307
09/20/2012,,FORESADDLE,,,,
09/20/2012,204,"RACK, 8-RIB MEDIUM",571.0009,12.9761,10.7748,8.1888
09/20/2012,209,BREAST **,104.8438,-4.6406,8.8517,6.7273
09/20/2012,207,"SHOULDERS, SQ-CUT",242.6849,-3.2759,23.5325,17.8847
09/20/2012,210,FORESHANK,392.2837,19.8493,3.8206,2.9037
09/20/2012,,NECK **,106.7136,4.4921,2.2233,1.6897
09/20/2012,,HINDSADDLE,,,,
09/20/2012,232,"LOINS, TRIMMED 4X4",536.8874,-7.5840,10.9715,8.3383
09/20/2012,232E,FLANK UNTRIMMED **,54.8867,-3.4248,3.3894,2.5759
09/20/2012,233A,"LEG, TROTTER OFF",335.8970,-5.6405,31.8825,24.2307
09/19/2012,,FORESADDLE,,,,
09/19/2012,204,"RACK, 8-RIB MEDIUM",558.0248,-2.7773,10.7748,7.9734
09/19/2012,209,BREAST **,109.4844,-5.1037,8.8517,6.5503
09/19/2012,207,"SHOULDERS, SQ-CUT",245.9608,5.2983,23.5325,17.4141
09/19/2012,210,FORESHANK,372.4344,0.8152,3.8206,2.8272
09/19/2012,,NECK **,102.2215,-10.5507,2.2233,1.6452
09/19/2012,,HINDSADDLE,,,,
09/19/2012,232,"LOINS, TRIMMED 4X4",544.4714,8.2308,10.9715,8.1189
09/19/2012,232E,FLANK UNTRIMMED **,58.3115,-2.4469,3.3894,2.5082
09/19/2012,233A,"LEG, TROTTER OFF",341.5375,1.7956,31.8825,23.5931
09/18/2012,,FORESADDLE,,,,
09/18/2012,204,"RACK, 8-RIB MEDIUM",560.8021,-2.1844,10.7748,7.9734
09/18/2012,209,BREAST **,114.5881,1.7796,8.8517,6.5503
09/18/2012,207,"SHOULDERS, SQ-CUT",240.6625,-2.3310,23.5325,17.4141
09/18/2012,210,FORESHANK,371.6192,2.7661,3.8206,2.8272
09/18/2012,,NECK **,112.7722,-0.1167,2.2233,1.6452
09/18/2012,,HINDSADDLE,,,,
09/18/2012,232,"LOINS, TRIMMED 4X4",536.2406,-11.0713,10.9715,8.1189
09/18/2012,232E,FLANK UNTRIMMED **,60.7584,-0.6629,3.3894,2.5082
09/18/2012,233A,"LEG, TROTTER OFF",339.7419,-0.2307,31.8825,23.5931
09/17/2012,,FORESADDLE,,,,
09/17/2012,204,"RACK, 8-RIB MEDIUM",562.9865,-6.1882,10.7748,7.9734
09/17/2012,209,BREAST **,112.8085,-5.5836,8.8517,6.5503
09/17/2012,207,"SHOULDERS, SQ-CUT",242.9935,5.7867,23.5325,17.4141
09/17/2012,210,FORESHANK,368.8531,-11.0415,3.8206,2.8272
09/17/2012,,NECK **,112.8889,5.4882,2.2233,1.6452
09/17/2012,,HINDSADDLE,,,,
09/17/2012,232,"LOINS, TRIMMED 4X4",547.3119,6.0803,10.9715,8.1189
09/17/2012,232E,FLANK UNTRIMMED **,61.4213,1.9378,3.3894,2.5082
09/17/2012,233A,"LEG, TROTTER OFF",339.9726,-8.6429,31.8825,23.5931
09/14/2012,,FORESADDLE,,,,
09/14/2012,204,"RACK, 8-RIB MEDIUM",569.1747,7.0844,10.7748,7.9734
09/14/2012,209,BREAST **,118.3921,1.3184,8.8517,6.5503
09/14/2012,207,"SHOULDERS, SQ-CUT",237.2068,4.0023,23.5325,17.4141
09/14/2012,210,FORESHANK,379.8946,-27.3134,3.8206,2.8272
09/14/2012,,NECK **,107.4007,4.9666,2.2233,1.6452
09/14/2012,,HINDSADDLE,,,,
09/14/2012,232,"LOINS, TRIMMED 4X4",541.2316,2.3223,10.9715,8.1189
09/14/2012,232E,FLANK UNTRIMMED **,59.4835,-1.9696,3.3894,2.5082
09/14/2012,233A,"LEG, TROTTER OFF",348.6155,0.6622,31.8825,23.5931
09/13/2012,,FORESADDLE,,,,
09/13/2012,204,"RACK, 8-RIB MEDIUM",562.0903,-14.4214,10.7748,7.9734
09/13/2012,209,BREAST **,117.0737,3.1001,8.8517,6.5503
09/13/2012,207,"SHOULDERS, SQ-CUT",233.2045,-1.3260,23.5325,17.4141
09/13/2012,210,FORESHANK,407.2080,3.5048,3.8206,2.8272
09/13/2012,,NECK **,102.4341,0.0668,2.2233,1.6452
09/13/2012,,HINDSADDLE,,,,
09/13/2012,232,"LOINS, TRIMMED 4X4",538.9093,12.5202,10.9715,8.1189
09/13/2012,232E,FLANK UNTRIMMED **,61.4531,0.2005,3.3894,2.5082
09/13/2012,233A,"LEG, TROTTER OFF",347.9533,-1.5765,31.8825,23.5931
09/12/2012,,FORESADDLE,,,,
09/12/2012,204,"RACK, 8-RIB MEDIUM",576.5117,1.5439,10.7748,7.8656
09/12/2012,209,BREAST **,113.9736,-1.5187,8.8517,6.4617
09/12/2012,207,"SHOULDERS, SQ-CUT",234.5305,2.1565,23.5325,17.1787
09/12/2012,210,FORESHANK,403.7032,-1.5005,3.8206,2.7890
09/12/2012,,NECK **,102.3673,0.3831,2.2233,1.6230
09/12/2012,,HINDSADDLE,,,,
09/12/2012,232,"LOINS, TRIMMED 4X4",526.3891,-9.4754,10.9715,8.0092
09/12/2012,232E,FLANK UNTRIMMED **,61.2526,-0.0704,3.3894,2.4743
09/12/2012,233A,"LEG, TROTTER OFF",349.5298,-3.8355,31.8825,23.2742
09/11/2012,,FORESADDLE,,,,
09/11/2012,204,"RACK, 8-RIB MEDIUM",574.9678,8.2013,10.7748,7.8656
09/11/2012,209,BREAST **,115.4923,2.1707,8.8517,6.4617
09/11/2012,207,"SHOULDERS, SQ-CUT",232.3740,-0.3528,23.5325,17.1787
09/11/2012,210,FORESHANK,405.2037,0.4378,3.8206,2.7890
09/11/2012,,NECK **,101.9842,3.7738,2.2233,1.6230
09/11/2012,,HINDSADDLE,,,,
09/11/2012,232,"LOINS, TRIMMED 4X4",535.8645,8.0063,10.9715,8.0092
09/11/2012,232E,FLANK UNTRIMMED **,61.3230,5.8810,3.3894,2.4743
09/11/2012,233A,"LEG, TROTTER OFF",353.3653,-1.1844,31.8825,23.2742
09/10/2012,,FORESADDLE,,,,
09/10/2012,204,"RACK, 8-RIB MEDIUM",566.7665,-3.4247,10.7748,7.8656
09/10/2012,209,BREAST **,113.3216,0.9814,8.8517,6.4617
09/10/2012,207,"SHOULDERS, SQ-CUT",232.7268,2.8010,23.5325,17.1787
09/10/2012,210,FORESHANK,404.7659,13.4814,3.8206,2.7890
09/10/2012,,NECK **,98.2104,0.2605,2.2233,1.6230
09/10/2012,,HINDSADDLE,,,,
09/10/2012,232,"LOINS, TRIMMED 4X4",527.8582,2.6204,10.9715,8.0092
09/10/2012,232E,FLANK UNTRIMMED **,55.4420,-1.5196,3.3894,2.4743
09/10/2012,233A,"LEG, TROTTER OFF",354.5497,4.4498,31.8825,23.2742
09/07/2012,,FORESADDLE,,,,
09/07/2012,204,"RACK, 8-RIB MEDIUM",570.1912,-2.6749,10.7748,7.8656
09/07/2012,209,BREAST **,112.3402,0.0548,8.8517,6.4617
09/07/2012,207,"SHOULDERS, SQ-CUT",229.9258,7.3926,23.5325,17.1787
09/07/2012,210,FORESHANK,391.2845,0.2257,3.8206,2.7890
09/07/2012,,NECK **,97.9499,-12.2657,2.2233,1.6230
09/07/2012,,HINDSADDLE,,,,
09/07/2012,232,"LOINS, TRIMMED 4X4",525.2378,-0.5992,10.9715,8.0092
09/07/2012,232E,FLANK UNTRIMMED **,56.9616,2.2099,3.3894,2.4743
09/07/2012,233A,"LEG, TROTTER OFF",350.0999,-3.0312,31.8825,23.2742
09/06/2012,,FORESADDLE,,,,
09/06/2012,204,"RACK, 8-RIB MEDIUM",572.8661,4.7149,10.7748,7.8656
09/06/2012,209,BREAST **,112.2854,-0.3139,8.8517,6.4617
09/06/2012,207,"SHOULDERS, SQ-CUT",222.5332,-4.1512,23.5325,17.1787
09/06/2012,210,FORESHANK,391.0588,0.1316,3.8206,2.7890
09/06/2012,,NECK **,110.2156,1.7905,2.2233,1.6230
09/06/2012,,HINDSADDLE,,,,
09/06/2012,232,"LOINS, TRIMMED 4X4",525.8370,-15.1008,10.9715,8.0092
09/06/2012,232E,FLANK UNTRIMMED **,54.7517,0.4251,3.3894,2.4743
09/06/2012,233A,"LEG, TROTTER OFF",353.1311,-0.7421,31.8825,23.2742
09/05/2012,,FORESADDLE,,,,
09/05/2012,204,"RACK, 8-RIB MEDIUM",568.1512,-7.1798,10.7748,7.4346
09/05/2012,209,BREAST **,112.5993,14.0223,8.8517,6.1077
09/05/2012,207,"SHOULDERS, SQ-CUT",226.6844,1.4932,23.5325,16.2374
09/05/2012,210,FORESHANK,390.9272,2.2918,3.8206,2.6362
09/05/2012,,NECK **,108.4251,1.4572,2.2233,1.5341
09/05/2012,,HINDSADDLE,,,,
09/05/2012,232,"LOINS, TRIMMED 4X4",540.9378,8.2485,10.9715,7.5703
09/05/2012,232E,FLANK UNTRIMMED **,54.3266,1.1905,3.3894,2.3387
09/05/2012,233A,"LEG, TROTTER OFF",353.8732,4.0197,31.8825,21.9989
09/04/2012,,FORESADDLE,,,,
09/04/2012,204,"RACK, 8-RIB MEDIUM",575.3310,-2.1024,10.7748,7.4346
09/04/2012,209,BREAST **,98.5770,-2.2471,8.8517,6.1077
09/04/2012,207,"SHOULDERS, SQ-CUT",225.1912,0.0395,23.5325,16.2374
09/04/2012,210,FORESHANK,388.6354,-22.6378,3.8206,2.6362
09/04/2012,,NECK **,106.9679,7.6103,2.2233,1.5341
09/04/2012,,HINDSADDLE,,,,
09/04/2012,232,"LOINS, TRIMMED 4X4",532.6893,-3.7594,10.9715,7.5703
09/04/2012,232E,FLANK UNTRIMMED **,53.1361,-6.5633,3.3894,2.3387
09/04/2012,233A,"LEG, TROTTER OFF",349.8535,-1.9370,31.8825,21.9989
08/31/2012,,FORESADDLE,,,,
08/31/2012,204,"RACK, 8-RIB MEDIUM",577.4334,-16.6458,10.7748,7.4346
08/31/2012,209,BREAST **,100.8241,0.1344,8.8517,6.1077
08/31/2012,207,"SHOULDERS, SQ-CUT",225.1517,0.7242,23.5325,16.2374
08/31/2012,210,FORESHANK,411.2732,-0.0619,3.8206,2.6362
08/31/2012,,NECK **,99.3576,3.5917,2.2233,1.5341
08/31/2012,,HINDSADDLE,,,,
08/31/2012,232,"LOINS, TRIMMED 4X4",536.4487,-1.1436,10.9715,7.5703
08/31/2012,232E,FLANK UNTRIMMED **,59.6994,-1.2682,3.3894,2.3387
08/31/2012,233A,"LEG, TROTTER OFF",351.7905,0.8377,31.8825,21.9989
08/30/2012,,FORESADDLE,,,,
08/30/2012,204,"RACK, 8-RIB MEDIUM",594.0792,-0.9477,10.7748,7.4346
08/30/2012,209,BREAST **,100.6897,0.2072,8.8517,6.1077
08/30/2012,207,"SHOULDERS, SQ-CUT",224.4275,-1.9417,23.5325,16.2374
08/30/2012,210,FORESHANK,411.3351,-2.5740,3.8206,2.6362
08/30/2012,,NECK **,95.7659,1.0285,2.2233,1.5341
08/30/2012,,HINDSADDLE,,,,
08/30/2012,232,"LOINS, TRIMMED 4X4",537.5923,-0.9670,10.9715,7.5703
08/30/2012,232E,FLANK UNTRIMMED **,60.9676,0.3671,3.3894,2.3387
08/30/2012,233A,"LEG, TROTTER OFF",350.9528,0.7196,31.8825,21.9989
08/29/2012,,FORESADDLE,,,,
08/29/2012,204,"RACK, 8-RIB MEDIUM",595.0269,-17.3545,10.7748,7.8656
08/29/2012,209,BREAST **,100.4825,-9.4839,8.8517,6.4617
08/29/2012,207,"SHOULDERS, SQ-CUT",226.3692,-2.8842,23.5325,17.1787
08/29/2012,210,FORESHANK,413.9091,-8.5974,3.8206,2.7890
08/29/2012,,NECK **,94.7374,-0.7308,2.2233,1.6230
08/29/2012,,HINDSADDLE,,,,
08/29/2012,232,"LOINS, TRIMMED 4X4",538.5593,-5.2174,10.9715,8.0092
08/29/2012,232E,FLANK UNTRIMMED **,60.6005,1.0697,3.3894,2.4743
08/29/2012,233A,"LEG, TROTTER OFF",350.2332,1.2739,31.8825,23.2742
08/28/2012,,FORESADDLE,,,,
08/28/2012,204,"RACK, 8-RIB MEDIUM",612.3814,-2.2322,10.7748,7.8656
08/28/2012,209,BREAST **,109.9664,0.9811,8.8517,6.4617
08/28/2012,207,"SHOULDERS, SQ-CUT",229.2534,0.9455,23.5325,17.1787
08/28/2012,210,FORESHANK,422.5065,-2.2262,3.8206,2.7890
08/28/2012,,NECK **,95.4682,-0.3998,2.2233,1.6230
08/28/2012,,HINDSADDLE,,,,
08/28/2012,232,"LOINS, TRIMMED 4X4",543.7767,-2.8106,10.9715,8.0092
08/28/2012,232E,FLANK UNTRIMMED **,59.5308,-0.7858,3.3894,2.4743
08/28/2012,233A,"LEG, TROTTER OFF",348.9593,0.6892,31.8825,23.2742
08/27/2012,,FORESADDLE,,,,
08/27/2012,204,"RACK, 8-RIB MEDIUM",614.6136,-5.5835,10.7748,7.8656
08/27/2012,209,BREAST **,108.9853,4.1710,8.8517,6.4617
08/27/2012,207,"SHOULDERS, SQ-CUT",228.3079,-0.3908,23.5325,17.1787
08/27/2012,210,FORESHANK,424.7327,2.0569,3.8206,2.7890
08/27/2012,,NECK **,95.8680,-13.7607,2.2233,1.6230
08/27/2012,,HINDSADDLE,,,,
08/27/2012,232,"LOINS, TRIMMED 4X4",546.5873,9.1381,10.9715,8.0092
08/27/2012,232E,FLANK UNTRIMMED **,60.3166,-0.3649,3.3894,2.4743
08/27/2012,233A,"LEG, TROTTER OFF",348.2701,-0.8084,31.8825,23.2742
08/24/2012,,FORESADDLE,,,,
08/24/2012,204,"RACK, 8-RIB MEDIUM",620.1971,10.8424,10.7748,7.8656
08/24/2012,209,BREAST **,104.8143,-1.9944,8.8517,6.4617
08/24/2012,207,"SHOULDERS, SQ-CUT",228.6987,5.5555,23.5325,17.1787
08/24/2012,210,FORESHANK,422.6758,4.6208,3.8206,2.7890
08/24/2012,,NECK **,109.6287,-0.4796,2.2233,1.6230
08/24/2012,,HINDSADDLE,,,,
08/24/2012,232,"LOINS, TRIMMED 4X4",537.4492,-8.2737,10.9715,8.0092
08/24/2012,232E,FLANK UNTRIMMED **,60.6815,1.9753,3.3894,2.4743
08/24/2012,233A,"LEG, TROTTER OFF",349.0785,-2.2056,31.8825,23.2742
08/23/2012,,FORESADDLE,,,,
08/23/2012,204,"RACK, 8-RIB MEDIUM",609.3547,7.1571,10.7748,7.8656
08/23/2012,209,BREAST **,106.8087,0.4819,8.8517,6.4617
08/23/2012,207,"SHOULDERS, SQ-CUT",223.1432,-3.7395,23.5325,17.1787
08/23/2012,210,FORESHANK,418.0550,-0.9940,3.8206,2.7890
08/23/2012,,NECK **,110.1083,-0.2954,2.2233,1.6230
08/23/2012,,HINDSADDLE,,,,
08/23/2012,232,"LOINS, TRIMMED 4X4",545.7229,-0.0512,10.9715,8.0092
08/23/2012,232E,FLANK UNTRIMMED **,58.7062,-0.7826,3.3894,2.4743
